income,monthly_expenses,distance_to_college_work,travel_time_by_bus,transport_cost,bus_frequency,family_size,current_vehicle,loan_payment,savings,debt_focus,emergency_fund_status,investment_advice,car_recommendation
560.0,440.0,34.5,150.0,68.0,0.1,2,car,80.0,34.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
5760.0,3460.0,40.5,176.0,95.0,0.2,4,car,0.0,1562.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
940.0,710.0,6.4,61.0,5.0,0.3,2,motorbike,190.0,39.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
6340.0,2370.0,42.3,154.0,74.0,5.8,3,car,0.0,2824.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1090.0,590.0,43.4,144.0,77.0,0.6,2,car,420.0,47.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2060.0,1420.0,44.9,167.0,103.0,0.7,2,motorbike,240.0,357.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
3070.0,2350.0,28.5,113.0,33.0,0.3,3,car,990.0,7.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1040.0,650.0,42.8,131.0,52.0,2.4,2,none,0.0,267.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
880.0,420.0,42.1,143.0,64.0,5.1,2,none,0.0,359.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1330.0,840.0,20.4,102.0,34.0,0.5,2,car,680.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
5720.0,2840.0,37.4,109.0,79.0,1.7,6,none,0.0,1910.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
630.0,440.0,18.5,70.0,25.0,1.8,1,none,0.0,111.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
960.0,630.0,12.0,99.0,22.0,0.1,1,bicycle,390.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1060.0,370.0,31.4,139.0,41.0,0.7,1,motorbike,330.0,227.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4910.0,2540.0,1.2,25.0,5.0,0.9,3,none,0.0,1696.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3890.0,2550.0,38.1,136.0,76.0,0.4,2,none,2000.0,10.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3370.0,2160.0,20.6,87.0,45.0,0.9,5,motorbike,820.0,216.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1220.0,830.0,37.1,126.0,68.0,0.8,1,none,0.0,244.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
480.0,300.0,31.7,100.0,61.0,1.1,2,car,0.0,181.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6130.0,2720.0,43.3,161.0,87.0,0.6,3,none,0.0,3228.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3470.0,1910.0,4.4,23.0,5.0,1.8,5,car,1820.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
970.0,610.0,6.6,46.0,8.0,1.2,1,bicycle,480.0,12.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1010.0,460.0,16.5,86.0,13.0,0.4,1,car,0.0,501.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2130.0,1150.0,33.9,98.0,45.0,6.7,4,none,0.0,538.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
520.0,340.0,42.1,176.0,97.0,0.1,1,none,130.0,14.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
2260.0,1070.0,3.9,54.0,8.0,0.3,1,motorbike,0.0,1069.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3410.0,2000.0,35.8,122.0,86.0,1.0,3,none,0.0,959.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2080.0,900.0,30.8,141.0,42.0,0.1,3,motorbike,930.0,136.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1890.0,960.0,4.4,20.0,5.0,2.3,1,bicycle,0.0,708.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1580.0,1000.0,16.8,107.0,23.0,0.3,2,motorbike,270.0,254.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
3470.0,2310.0,22.9,68.0,30.0,3.0,3,bicycle,0.0,965.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1250.0,740.0,18.7,116.0,25.0,0.2,2,bicycle,620.0,14.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1600.0,1230.0,32.8,99.0,48.0,1.9,3,none,550.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3240.0,1720.0,9.1,31.0,16.0,3.0,3,car,700.0,502.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3320.0,1930.0,7.5,49.0,5.0,1.0,3,none,0.0,1100.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4500.0,1940.0,27.5,118.0,50.0,0.3,3,none,0.0,2285.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2080.0,980.0,0.6,45.0,5.0,0.3,1,none,0.0,1017.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2540.0,1610.0,24.7,98.0,37.0,2.0,1,none,350.0,542.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1160.0,870.0,30.3,126.0,29.0,0.8,1,none,0.0,200.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1080.0,540.0,4.2,29.0,18.0,2.3,1,motorbike,280.0,244.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
5560.0,3530.0,31.5,108.0,65.0,0.6,3,car,2310.0,2.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
6250.0,2820.0,30.8,105.0,46.0,0.6,2,none,0.0,2056.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2980.0,1390.0,9.3,117.0,19.0,0.1,6,none,0.0,1126.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
440.0,300.0,14.1,29.0,24.0,2.3,2,bicycle,0.0,112.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2000.0,890.0,27.7,146.0,48.0,0.1,1,none,0.0,604.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2570.0,1190.0,40.2,123.0,89.0,0.7,3,motorbike,470.0,775.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
1080.0,810.0,27.7,102.0,43.0,1.1,1,none,280.0,0.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
510.0,220.0,16.3,68.0,23.0,4.6,1,car,180.0,108.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
4260.0,2560.0,39.0,160.0,44.0,0.9,2,car,0.0,1406.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
930.0,420.0,17.5,67.0,19.0,1.5,1,car,100.0,264.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
3950.0,1630.0,37.9,114.0,76.0,2.6,4,motorbike,0.0,1241.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3140.0,2350.0,33.0,124.0,29.0,0.5,2,none,780.0,20.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
750.0,510.0,8.4,43.0,17.0,1.7,1,none,0.0,148.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2630.0,1580.0,26.0,94.0,46.0,0.5,3,none,0.0,580.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3370.0,1590.0,32.2,97.0,29.0,1.1,3,car,0.0,1716.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
470.0,210.0,42.8,180.0,74.0,0.1,1,none,0.0,218.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6460.0,4780.0,24.5,92.0,45.0,2.6,2,car,0.0,1485.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6900.0,4230.0,29.9,133.0,60.0,0.3,3,car,0.0,1925.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
580.0,330.0,37.5,133.0,72.0,2.2,2,none,180.0,29.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3830.0,2650.0,33.7,119.0,73.0,4.0,5,none,0.0,917.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5580.0,2050.0,28.9,156.0,59.0,0.2,3,motorbike,1780.0,1249.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
610.0,400.0,42.6,125.0,50.0,1.4,1,motorbike,90.0,62.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
2180.0,880.0,15.3,75.0,14.0,0.6,1,motorbike,0.0,858.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3790.0,3010.0,34.1,154.0,62.0,0.1,5,motorbike,0.0,731.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1110.0,600.0,26.1,112.0,68.0,0.7,1,none,320.0,171.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1260.0,570.0,28.4,127.0,61.0,0.7,1,bicycle,440.0,211.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
970.0,510.0,23.3,77.0,26.0,3.7,1,none,0.0,252.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2640.0,1110.0,9.4,43.0,5.0,1.5,3,bicycle,0.0,1513.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1030.0,730.0,9.6,34.0,24.0,2.6,2,motorbike,0.0,208.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5750.0,2880.0,22.4,99.0,45.0,1.2,4,none,0.0,2703.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1150.0,860.0,31.6,180.0,32.0,0.1,1,none,0.0,225.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2540.0,1510.0,21.0,74.0,31.0,1.0,2,bicycle,1000.0,30.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Consider later
3610.0,2100.0,17.9,101.0,38.0,0.6,5,none,1060.0,333.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
730.0,440.0,11.9,36.0,16.0,2.8,1,none,230.0,56.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
5640.0,3860.0,34.4,109.0,40.0,1.3,2,motorbike,0.0,900.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5390.0,2300.0,0.8,11.0,5.0,2.3,4,none,0.0,2311.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4730.0,2150.0,13.3,78.0,25.0,1.3,4,none,0.0,1486.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2870.0,1620.0,41.9,172.0,66.0,2.3,5,motorbike,0.0,659.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3030.0,2100.0,31.9,180.0,56.0,0.2,1,none,0.0,784.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
660.0,450.0,25.0,110.0,44.0,1.2,1,motorbike,0.0,197.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2180.0,860.0,11.6,66.0,23.0,1.0,3,car,0.0,869.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3800.0,2620.0,37.4,95.0,43.0,2.5,4,motorbike,0.0,1053.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1460.0,540.0,30.5,174.0,33.0,0.2,1,motorbike,600.0,174.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3790.0,2550.0,34.1,86.0,56.0,1.9,4,none,0.0,635.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1240.0,630.0,14.1,67.0,26.0,0.8,1,motorbike,0.0,370.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3060.0,2200.0,42.3,180.0,51.0,0.1,4,car,0.0,680.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6320.0,2590.0,8.8,72.0,19.0,0.5,6,none,1900.0,1700.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
500.0,290.0,9.0,77.0,10.0,0.3,1,car,180.0,45.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
930.0,620.0,7.3,29.0,12.0,3.6,2,motorbike,220.0,82.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
930.0,370.0,26.1,88.0,40.0,1.1,1,none,320.0,170.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
6000.0,4160.0,42.0,158.0,97.0,0.2,5,none,2770.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
790.0,470.0,16.3,55.0,33.0,4.5,1,none,370.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5230.0,2490.0,12.2,81.0,23.0,0.5,4,none,610.0,1914.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4160.0,2340.0,18.8,40.0,39.0,5.4,6,none,0.0,1416.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1080.0,730.0,34.1,133.0,71.0,4.8,1,motorbike,0.0,185.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1460.0,960.0,26.0,98.0,38.0,6.5,2,none,0.0,316.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5770.0,2460.0,42.4,146.0,98.0,0.4,2,none,0.0,2363.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
450.0,280.0,37.7,180.0,46.0,0.2,1,motorbike,200.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2970.0,1980.0,2.8,31.0,12.0,1.5,3,none,1040.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
6310.0,4560.0,20.1,124.0,31.0,0.1,5,motorbike,990.0,641.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3260.0,1540.0,22.9,112.0,34.0,1.3,4,bicycle,0.0,1035.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3300.0,1540.0,18.3,82.0,18.0,0.9,2,bicycle,1750.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2820.0,1510.0,34.1,151.0,50.0,0.3,2,none,490.0,554.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
520.0,320.0,12.1,78.0,32.0,0.4,1,motorbike,80.0,125.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
6360.0,2780.0,24.7,129.0,57.0,0.4,3,motorbike,1700.0,1306.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
5410.0,2580.0,12.6,35.0,27.0,6.3,3,none,0.0,2338.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1220.0,860.0,28.0,104.0,45.0,8.0,2,motorbike,490.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1390.0,760.0,27.7,150.0,61.0,0.1,2,none,0.0,446.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5340.0,3680.0,1.6,76.0,12.0,0.1,3,none,1730.0,0.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1100.0,450.0,11.8,96.0,18.0,0.3,1,none,310.0,265.0,Focus on reducing debt,Emergency fund adequate,Do not invest aggressively,Car recommended
3180.0,1580.0,39.6,134.0,80.0,0.4,5,car,1480.0,85.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1850.0,1040.0,43.7,175.0,67.0,0.7,2,none,0.0,775.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2870.0,1260.0,10.7,55.0,20.0,0.5,3,bicycle,850.0,441.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2000.0,930.0,33.0,142.0,74.0,0.3,4,none,510.0,465.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1240.0,470.0,23.0,88.0,57.0,2.4,1,none,0.0,573.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5440.0,2640.0,36.8,179.0,79.0,0.1,5,bicycle,0.0,2519.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1040.0,720.0,10.6,49.0,21.0,5.5,1,bicycle,310.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3580.0,1860.0,2.2,82.0,5.0,0.1,4,bicycle,1180.0,298.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1070.0,540.0,34.5,124.0,84.0,3.3,2,motorbike,420.0,106.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
740.0,390.0,19.2,86.0,48.0,0.9,2,car,250.0,63.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
5470.0,2670.0,33.1,131.0,41.0,0.2,4,none,1270.0,1318.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
1140.0,650.0,22.4,69.0,33.0,3.4,1,none,0.0,279.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2710.0,1050.0,22.4,71.0,29.0,4.0,2,motorbike,1000.0,656.0,Focus on reducing debt,Emergency fund adequate,Do not invest aggressively,Consider later
2850.0,1050.0,11.7,62.0,15.0,1.6,3,none,0.0,1235.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3490.0,2220.0,22.2,89.0,33.0,0.8,5,motorbike,0.0,1147.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
440.0,220.0,17.3,134.0,36.0,0.1,2,motorbike,0.0,124.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1700.0,840.0,7.3,75.0,15.0,0.3,1,motorbike,680.0,175.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
810.0,320.0,43.8,135.0,54.0,4.0,1,motorbike,360.0,78.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5300.0,2490.0,14.3,72.0,34.0,1.6,4,bicycle,2910.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2080.0,1010.0,25.2,131.0,55.0,0.2,2,car,0.0,921.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4210.0,2080.0,39.9,148.0,46.0,0.5,2,bicycle,0.0,1559.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
660.0,440.0,17.7,105.0,26.0,0.3,1,motorbike,0.0,180.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2850.0,2140.0,5.7,61.0,20.0,0.5,4,none,0.0,613.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
920.0,440.0,36.3,128.0,80.0,1.2,1,bicycle,110.0,336.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
450.0,200.0,28.1,93.0,50.0,1.8,1,bicycle,110.0,113.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
2040.0,880.0,38.1,161.0,82.0,0.8,1,none,280.0,854.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
860.0,590.0,35.8,167.0,80.0,0.3,2,none,330.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2220.0,930.0,7.3,23.0,24.0,2.9,3,none,0.0,673.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
930.0,330.0,17.5,80.0,19.0,1.2,1,motorbike,0.0,574.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
750.0,370.0,0.6,75.0,5.0,0.1,1,none,360.0,27.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2770.0,1100.0,28.2,114.0,67.0,1.4,2,car,1190.0,452.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
970.0,550.0,6.3,70.0,6.0,0.3,1,none,0.0,371.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3660.0,1700.0,33.0,149.0,32.0,0.7,4,motorbike,1750.0,137.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5930.0,3930.0,10.6,44.0,22.0,4.0,2,motorbike,1150.0,634.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
520.0,320.0,41.5,134.0,48.0,0.8,2,none,210.0,20.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2920.0,2070.0,39.1,149.0,65.0,0.7,3,none,0.0,671.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6390.0,3480.0,1.4,9.0,5.0,8.0,5,motorbike,0.0,1744.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3490.0,2600.0,18.6,62.0,23.0,1.3,3,none,0.0,819.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
660.0,250.0,20.5,66.0,46.0,1.1,1,motorbike,0.0,238.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3240.0,2210.0,6.7,40.0,19.0,1.3,1,none,0.0,926.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1780.0,1280.0,26.0,109.0,43.0,1.6,1,none,0.0,273.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
500.0,260.0,10.3,55.0,17.0,0.6,1,bicycle,180.0,50.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
880.0,390.0,10.0,57.0,9.0,0.6,1,none,240.0,217.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
1210.0,560.0,39.2,180.0,99.0,0.2,2,motorbike,0.0,516.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3910.0,2760.0,31.8,122.0,82.0,2.3,2,none,0.0,717.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2210.0,1270.0,31.9,105.0,76.0,0.9,1,car,350.0,548.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
4040.0,2340.0,25.5,126.0,54.0,0.6,4,none,0.0,1611.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1040.0,730.0,15.9,73.0,12.0,1.6,2,none,440.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
570.0,450.0,42.7,124.0,88.0,1.0,2,motorbike,0.0,105.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2580.0,1140.0,44.0,155.0,74.0,1.2,3,car,950.0,479.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
2860.0,1200.0,25.3,104.0,42.0,0.6,3,none,0.0,875.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5890.0,4410.0,35.8,180.0,47.0,0.2,3,none,0.0,1454.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2010.0,980.0,21.2,92.0,28.0,1.0,1,none,0.0,652.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6920.0,5070.0,21.7,66.0,51.0,2.9,5,car,0.0,1373.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
2660.0,1570.0,11.5,114.0,19.0,0.1,2,none,430.0,449.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1460.0,730.0,16.6,136.0,24.0,0.1,1,none,0.0,549.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1250.0,870.0,19.7,84.0,35.0,2.3,1,none,0.0,380.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
580.0,350.0,40.0,172.0,44.0,0.1,1,motorbike,120.0,106.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1330.0,610.0,4.2,63.0,13.0,0.3,2,motorbike,0.0,335.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1360.0,980.0,17.0,90.0,34.0,0.4,2,car,520.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2370.0,1540.0,22.8,118.0,46.0,0.2,3,motorbike,0.0,592.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6880.0,4420.0,33.8,134.0,33.0,2.3,3,none,0.0,1371.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6210.0,2450.0,2.9,20.0,5.0,6.2,4,car,0.0,2856.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
1220.0,630.0,14.9,67.0,21.0,2.9,1,motorbike,270.0,260.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Consider later
970.0,380.0,31.2,120.0,57.0,0.6,2,car,260.0,169.0,Focus on reducing debt,Emergency fund adequate,Do not invest aggressively,Consider later
3440.0,2440.0,35.7,131.0,44.0,0.3,6,motorbike,600.0,314.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
510.0,210.0,6.6,32.0,6.0,3.9,2,none,0.0,243.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2920.0,1250.0,41.6,123.0,39.0,2.0,5,motorbike,1010.0,532.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
6000.0,2550.0,29.3,123.0,70.0,1.0,4,none,1480.0,1345.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1240.0,800.0,42.4,180.0,43.0,0.1,2,bicycle,0.0,271.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1180.0,780.0,21.5,154.0,23.0,0.2,1,motorbike,570.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2800.0,1500.0,22.1,101.0,42.0,1.1,1,bicycle,0.0,942.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
620.0,340.0,11.7,84.0,10.0,0.4,2,none,100.0,192.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4100.0,1990.0,27.1,96.0,62.0,0.8,5,bicycle,0.0,1108.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3400.0,1400.0,11.4,50.0,13.0,5.1,1,none,0.0,1306.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6050.0,2470.0,8.9,70.0,16.0,0.8,2,bicycle,0.0,2812.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3530.0,2160.0,12.0,45.0,21.0,2.8,4,car,0.0,1095.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
1210.0,440.0,36.1,164.0,60.0,0.5,1,car,0.0,412.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4940.0,2570.0,23.7,101.0,45.0,1.2,4,car,0.0,1447.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1340.0,550.0,37.5,160.0,59.0,0.5,2,car,430.0,204.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
450.0,360.0,5.8,39.0,5.0,0.7,2,none,230.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2000.0,1160.0,27.7,151.0,54.0,0.4,1,car,970.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
800.0,490.0,4.1,22.0,18.0,3.0,1,none,0.0,252.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4750.0,3650.0,39.6,139.0,80.0,2.2,4,bicycle,1370.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3420.0,2380.0,31.5,116.0,43.0,3.7,1,none,1350.0,2.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
